Empresa	Medio de Acceso	Mes	Departamento	Conexiones		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	TUMBES	10		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	SAN MARTÍN	11		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	APURÍMAC	12		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	AYACUCHO	22		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	UCAYALI	29		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	MOQUEGUA	31		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	PUNO	33		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	HUÁNUCO	46		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	CAJAMARCA	63		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	TACNA	"4,597"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	ICA	"9,903"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	ANCASH	"13,272"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	JUNÍN	"15,843"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	PIURA	"20,212"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	CUSCO	"25,202"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	LAMBAYEQUE	"27,411"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	LA LIBERTAD	"41,907"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	AREQUIPA	"56,535"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	CALLAO	"69,164"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-07-01	LIMA	"711,842"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	CALLAO	240		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	LAMBAYEQUE	421		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	LORETO	527		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	AREQUIPA	680		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	PASCO	789		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	AMAZONAS	868		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	MADRE DE DIOS	"1,459"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	JUNÍN	"1,642"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	CUSCO	"1,751"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	APURÍMAC	"2,106"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	LA LIBERTAD	"2,191"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	TUMBES	"2,551"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	AYACUCHO	"3,207"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	MOQUEGUA	"3,781"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	TACNA	"4,037"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	ANCASH	"4,121"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	HUÁNUCO	"4,330"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	SAN MARTÍN	"4,642"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	ICA	"5,750"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	PUNO	"5,963"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	UCAYALI	"6,909"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	CAJAMARCA	"7,907"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	PIURA	"8,125"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-07-01	LIMA	"58,816"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	MADRE DE DIOS	448		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	PASCO	765		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	HUANCAVELICA	804		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	APURÍMAC	866		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	AMAZONAS	939		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	TUMBES	"1,013"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	UCAYALI	"1,552"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	PUNO	"1,573"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	TACNA	"1,636"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	MOQUEGUA	"1,771"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	HUÁNUCO	"1,812"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	AYACUCHO	"2,398"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	SAN MARTÍN	"2,569"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	CALLAO	"2,862"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	CUSCO	"3,827"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	ANCASH	"4,464"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	LORETO	"4,523"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	JUNÍN	"5,158"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	LA LIBERTAD	"5,277"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	LAMBAYEQUE	"5,574"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	PIURA	"6,077"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	AREQUIPA	"6,148"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	CAJAMARCA	"7,246"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	ICA	"8,199"		
TELEFÓNICA DEL PERÚ S.A.A.	Satelital	2021-07-01	LIMA	"32,070"		
TELEINCA S.A.C.	Cable Coaxial	2021-07-01	Huánuco	810		
TELEVISION MINERA S.R.L.	Cable Coaxial	2021-07-01	Junín	400		
TELEVISION PICOTA E.I.R.L.	Cable Coaxial	2021-07-01	San Martín	484		
TELEVISION SATELITAL CONCEPCION S.R.L.	Cable Coaxial	2021-07-01	JUNÍN	753		
TODO TV VILLA RICA S.R.L	Cable Coaxial	2021-07-01	PASCO	565		
TV NOR COMUNICACIONES S.A.C.	Cable Coaxial	2021-07-01	PIURA	"6,061"		
TV SAT KABEL S.R.L.	Cable Coaxial	2021-07-01	ICA	817		
VIP CHANNEL SAC	Cable Coaxial	2021-07-01	LIMA	"2,448"		
VIVIANA MARINA RODRÍGUEZ VIENA	Cable Coaxial	2021-07-01	Loreto	"1,895"		
VOZ Y TELEVISION S.A.C	Cable Coaxial	2021-07-01	LIMA	"1,162"		
WG COMUNICACIONES DIGITALES S.A.C.	Cable Coaxial	2021-07-01	LIMA	"1,551"		
WG TELECOMUNICACIONES DEL ORIENTE S.A.C.	Cable Coaxial	2021-07-01	SAN MARTÍN	110		
WINNER SYSTEMS S.A.C.	Otras tecnologías	2021-07-01	PIURA	44		
WINNER SYSTEMS S.A.C.	Otras tecnologías	2021-07-01	LIMA	100		
TV CABLE DEL NORTE  S.R.L.	Cable Coaxial	2021-07-01	LIMA	40		
HECTOR RUBIO MORI	Cable Coaxial	2021-07-01	SAN MARTÍN	26		
CABLE NETWORD S.R.L.	Cable Coaxial	2021-07-01	LIMA	746		
A & P SERVITEL S.A.C.	Cable Coaxial	2021-08-01	JUNÍN	402		
"AIQUE VARGAS, GERMAN"	Cable Coaxial	2021-08-01	San Martín	326		
AMAZONIA T.V. S.R.LTDA	Cable Coaxial	2021-08-01	SAN MARTÍN	"1,444"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	PUNO	379		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	MADRE DE DIOS	697		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	AYACUCHO	753		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	MOQUEGUA	782		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	TUMBES	891		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	UCAYALI	901		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	JUNÍN	"1,330"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	HUÁNUCO	"1,480"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	CAJAMARCA	"1,678"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	ANCASH	"2,750"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	ICA	"2,752"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	TACNA	"2,972"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	CUSCO	"3,514"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	PIURA	"6,545"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	LAMBAYEQUE	"9,528"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	CALLAO	"10,265"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	AREQUIPA	"10,541"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	LA LIBERTAD	"11,515"		
AMERICA MOVIL PERU S.A.C.	Cable Coaxial	2021-08-01	LIMA	"90,369"		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	MADRE DE DIOS	1		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	CALLAO	5		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	APURÍMAC	6		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	TACNA	26		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	TUMBES	29		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	CUSCO	52		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	PUNO	55		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	CAJAMARCA	58		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	HUÁNUCO	76		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	ICA	92		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	AMAZONAS	101		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	AYACUCHO	127		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	MOQUEGUA	219		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	SAN MARTÍN	274		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	UCAYALI	277		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	JUNÍN	330		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	LA LIBERTAD	392		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	ANCASH	434		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	LAMBAYEQUE	453		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	AREQUIPA	632		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	PIURA	788		
AMERICA MOVIL PERU S.A.C.	Otras tecnologías	2021-08-01	LIMA	"3,237"		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	MADRE DE DIOS	39		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	HUANCAVELICA	50		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	PASCO	60		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	APURÍMAC	90		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	LORETO	101		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	UCAYALI	127		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	HUÁNUCO	151		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	TUMBES	159		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	AYACUCHO	178		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	SAN MARTÍN	202		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	MOQUEGUA	292		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	TACNA	300		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	PUNO	322		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	AMAZONAS	365		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	ICA	380		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	CALLAO	415		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	CUSCO	443		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	JUNÍN	558		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	LAMBAYEQUE	602		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	CAJAMARCA	725		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	ANCASH	737		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	LA LIBERTAD	829		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	AREQUIPA	923		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	PIURA	"1,191"		
AMERICA MOVIL PERU S.A.C.	Satelital	2021-08-01	LIMA	"3,734"		
ANDRES CULQUI CULQUI	Cable Coaxial	2021-08-01	Loreto	430		
ASOCIACIÓN DE CABLE VISION SAN JACINTO	Cable Coaxial	2021-08-01	ANCASH	"1,680"		
BEST CABLE PERU S.A.C.	Cable Coaxial	2021-08-01	ANCASH	763		
BEST CABLE PERU S.A.C.	Cable Coaxial	2021-08-01	CALLAO	"5,325"		
BEST CABLE PERU S.A.C.	Cable Coaxial	2021-08-01	LIMA	"28,384"		
CABLE CONTA S.A.C.	Cable Coaxial	2021-08-01	LORETO	731		
CABLE INCA S.A.C.	Cable Coaxial	2021-08-01	HUÁNUCO	282		
CABLE MASTER COMUNICACIONES S.A.C.	Cable Coaxial	2021-08-01	LIMA	"4,042"		
CABLE MAX S.A.C	Cable Coaxial	2021-08-01	LIMA	171		
CABLE PACIFICO S.A.C.	Cable Coaxial	2021-08-01	Piura	545		
CABLE PUCALLPA SRL	Cable Coaxial	2021-08-01	UCAYALI	"2,654"		
CABLE RED PERÚ S.R.L	Cable Coaxial	2021-08-01	PIURA	"1,272"		
CABLE SAUCE TV E.I.R.L.	Cable Coaxial	2021-08-01	San Martín	369		
CABLE SERVIS CHN E.I.R.L.	Cable Coaxial	2021-08-01	AYACUCHO	202		
CABLE SISTEMAS S.R.L.	Cable Coaxial	2021-08-01	APURÍMAC	"3,098"		
CABLE SUR TELECOMUNICACIONES S.A.C.	Cable Coaxial	2021-08-01	ICA	"1,512"		
CABLE VIDEO PERÚ S.A.C.	Cable Coaxial	2021-08-01	CALLAO	595		
CABLE VIDEO PERÚ S.A.C.	Cable Coaxial	2021-08-01	LIMA	"23,683"		
CABLE VISIÓN LORETO S.A.C.	Cable Coaxial	2021-08-01	LORETO	"10,468"		
CABLE VISION MAGES SAC	Cable Coaxial	2021-08-01	AREQUIPA	"1,608"		
CABLECOM S.A.C.	Cable Coaxial	2021-08-01	LORETO	"1,695"		
CABLEMAX E.I.R.L	Cable Coaxial	2021-08-01	PIURA	"1,501"		
CABLENORTV S.A.C.	Cable Coaxial	2021-08-01	LAMBAYEQUE	674		
CABLENORTV S.A.C.	Cable Coaxial	2021-08-01	TUMBES	"8,558"		
CANTARO TV E.I.R.L.	Cable Coaxial	2021-08-01	PIURA	218		
CESAR RIOS GOMEZ	Cable Coaxial	2021-08-01	SAN MARTÍN	89		
CJG CABLE S.R.L.	Cable Coaxial	2021-08-01	PASCO	712		
COMUNICACIONES J&F CABLE TV S.A.C.	Cable Coaxial	2021-08-01	LAMBAYEQUE	"1,684"		
COMUNICACIONES J&F CABLE TV S.A.C.	Cable Coaxial	2021-08-01	AYACUCHO	"1,990"		
COMUNICACIONES J&F CABLE TV S.A.C.	Cable Coaxial	2021-08-01	LA LIBERTAD	"6,480"		
CONEXION ACTIVA S.R.L.	Cable Coaxial	2021-08-01	LA LIBERTAD	439		
CORPORACIÓN HNOS DJAR S.A.C.	Cable Coaxial	2021-08-01	San Martín	200		
DANTE DANIEL DE LA CRUZ CASTRO	Cable Coaxial	2021-08-01	Lima	109		
DANTE DANIEL DE LA CRUZ CASTRO	Cable Coaxial	2021-08-01	Huancavelica	121		
DANTE DANIEL DE LA CRUZ CASTRO	Cable Coaxial	2021-08-01	HUANCAVELICA	223		
DIRECTV PERU S.R.L	Satelital	2021-08-01	TUMBES	"1,788"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	PASCO	"3,639"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	MOQUEGUA	"3,903"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	TACNA	"4,369"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	HUANCAVELICA	"4,439"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	SAN MARTÍN	"6,459"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	HUÁNUCO	"6,489"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	APURÍMAC	"6,981"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	AMAZONAS	"7,186"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	CALLAO	"7,638"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	UCAYALI	"9,723"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	AYACUCHO	"10,292"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	LAMBAYEQUE	"10,614"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	MADRE DE DIOS	"11,178"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	ANCASH	"12,449"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	CAJAMARCA	"12,468"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	PUNO	"14,258"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	JUNÍN	"15,322"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	ICA	"15,868"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	LORETO	"16,073"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	CUSCO	"17,473"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	PIURA	"17,648"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	LA LIBERTAD	"19,351"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	AREQUIPA	"21,410"		
DIRECTV PERU S.R.L	Satelital	2021-08-01	LIMA	"106,356"		
DKR VISION S.R.L.	Cable Coaxial	2021-08-01	ANCASH	"4,748"		
ECONOCABLE MEDIA S.A.C.	Cable Coaxial	2021-08-01	LIMA	"11,774"		
ECONOCABLE PERÚ S.A.C.	Cable Coaxial	2021-08-01	APURÍMAC	"2,412"		
ECONOCABLE S.A.C.	Cable Coaxial	2021-08-01	CUSCO	"2,610"		
ECONOCABLE S.A.C.	Cable Coaxial	2021-08-01	MADRE DE DIOS	"3,615"		
ELVIS CIRINEO LEON MONTERO	Cable Coaxial	2021-08-01	Junín	78		
EMPRESA RADIODIFUSORA SAN JUAN E.I.R.L.	Cable Coaxial	2021-08-01	LAMBAYEQUE	20		
FIBRATEL PERU E.I.R.L.	Cable Coaxial	2021-08-01	CUSCO	20		
FRANCISCO HUGO MENA TIPTO	Cable Coaxial	2021-08-01	Cusco	518		
GERARDO IVAN CRUZ ÑAZCO	Cable Coaxial	2021-08-01	Cajamarca	65		
GIGA & MEGA PLUS TV S.A.C.	Cable Coaxial	2021-08-01	LIMA	624		
HUANUCO TELECOM S.A.C.	Cable Coaxial	2021-08-01	Junín	"1,244"		
HUANUCO TELECOM S.A.C.	Cable Coaxial	2021-08-01	Huánuco	"3,414"		
HUASCARAN TELECOM S.A.C.	Cable Coaxial	2021-08-01	CUSCO	364		
HUASCARAN TELECOM S.A.C.	Cable Coaxial	2021-08-01	ANCASH	"4,345"		
INTERCONEXIÓN TV E.I.R.L.	Cable Coaxial	2021-08-01	JUNÍN	644		
INTI SAT TELECOM S.R.L.	Cable Coaxial	2021-08-01	CUSCO	"1,037"		
INVERSIONES CARALMA S.A.C.	Cable Coaxial	2021-08-01	AMAZONAS	833		
INVERSIONES MOTUX S.A.C.	Cable Coaxial	2021-08-01	LAMBAYEQUE	889		
INVERSIONES TELCOTEL S.A.C	Cable Coaxial	2021-08-01	LIMA	"5,291"		
INVERSIONES Y REPRESENTACIONES DOBLE C E.I.R.L.	Cable Coaxial	2021-08-01	LORETO	914		
JHON ANDERSON PEÑALOZA QUINTANILLA	Cable Coaxial	2021-08-01	JUNÍN	"1,070"		
JUAN DANIEL CHAVARRIA COTRINA	Cable Coaxial	2021-08-01	LIMA	488		
KTV CABLE S.A.C.	Cable Coaxial	2021-08-01	LIMA	658		
MAGRO Y CARDENAS VISTA TV EIRL	Cable Coaxial	2021-08-01	lima	149		
MARAL TELECOMUNICACIONES S.A.C.	Cable Coaxial	2021-08-01	PIURA	"3,300"		
MARIO LUIS CUBAS YGLESIAS	Cable Coaxial	2021-08-01	LA LIBERTAD	310		
MEGACABLE NETWORK S.A.C	Cable Coaxial	2021-08-01	AREQUIPA	364		
MULTISERVICIOS DE TELECOMUNICACIONES SATELITAL E.I.R.L.	Cable Coaxial	2021-08-01	LIMA	"3,636"		
North Telecom S.A.C.	Cable Coaxial	2021-08-01	LAMBAYEQUE	"2,963"		
OMNISAT CABLE TELEVISION S.R.L.	Cable Coaxial	2021-08-01	Piura	"1,263"		
OPTICOM S.A.C.	Cable Coaxial	2021-08-01	CUSCO	691		
P.T.A. TELECOMUNICACIONES S.R.L.	Cable Coaxial	2021-08-01	Huánuco	185		
PARABOLICA TV S.A.C.	Cable Coaxial	2021-08-01	PIURA	"3,697"		
PLANET CABLE S.A.C.	Cable Coaxial	2021-08-01	LA LIBERTAD	"1,339"		
QITV TELECOMUNICACIONES S.A.C.	Cable Coaxial	2021-08-01	CAJAMARCA	"3,480"		
RED DE COMUNICACIONES DIGITALES S.A.C.	Cable Coaxial	2021-08-01	SAN MARTÍN	55		
RED INTERCABLE PERU S.A.C.	Cable Coaxial	2021-08-01	JUNÍN	"1,401"		
RED INTERCABLE PERU S.A.C.	Cable Coaxial	2021-08-01	HUANCAVELICA	"1,145"		
REDES MULTIMEDIA PERU SAC	Cable Coaxial	2021-08-01	LA LIBERTAD	"1,362"		
RICARDO MARIO QUISPE CHOCCE	Cable Coaxial	2021-08-01	CAJAMARCA	300		
SEÑAL DIGITAL LATINA S.A.C	Cable Coaxial	2021-08-01	LIMA	111		
SILVIA ELIZABETH GANOZA SAM	Cable Coaxial	2021-08-01	LA LIBERTAD	167		
SISTEMA DE FIBRA OPTICA  Y TELECOMUNICACIONES S.A.C.	Cable Coaxial	2021-08-01	LIMA	193		
TELECABLE IMPACTO TV S.R.L.	Cable Coaxial	2021-08-01	LA LIBERTAD	400		
TELECABLE MAYNAS S.A.C.	Cable Coaxial	2021-08-01	LORETO	955		
TELECABLE TUMBES S.A.C.	Cable Coaxial	2021-08-01	TUMBES	364		
TELECOMUNICACIONES ARGONZA S.R.L.	Cable Coaxial	2021-08-01	CAJAMARCA	"3,619"		
TELECOMUNICACIONES MARINO E.I.R.L	Cable Coaxial	2021-08-01	LIMA	"1,582"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	PASCO	1		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	MADRE DE DIOS	5		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	AMAZONAS	9		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	APURÍMAC	10		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	TUMBES	10		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	SAN MARTÍN	11		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	AYACUCHO	23		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	PUNO	30		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	UCAYALI	33		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	MOQUEGUA	34		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	HUÁNUCO	44		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	CAJAMARCA	62		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	TACNA	"4,522"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	ICA	"9,787"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	ANCASH	"13,084"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	JUNÍN	"15,658"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	PIURA	"20,051"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	CUSCO	"24,756"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	LAMBAYEQUE	"26,892"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	LA LIBERTAD	"41,299"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	AREQUIPA	"55,823"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	CALLAO	"68,543"		
TELEFÓNICA DEL PERÚ S.A.A.	Cable Coaxial	2021-08-01	LIMA	"699,401"		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	CALLAO	265		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	LAMBAYEQUE	422		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	LORETO	531		
TELEFÓNICA DEL PERÚ S.A.A.	Otras tecnologías	2021-08-01	AREQUIPA	675		
